sent
1	Кстати	0 кстати CONJ Prnt
5333	наконец	0 наконец CONJ Prnt
5334	,	0 , PNCT
5334	мера	0 мера NOUN femn inan sing nomn
5335	проявления	0 проявление NOUN neut inan sing gent
5336	каких	0 какой ADJF Apro plur gent
5337	бы	0 бы PRCL
5338	то	0 то ADJF Apro Subx neut sing nomn
5339	ни	0 ни PRCL
5340	было	0 быть VERB impf intr actv neut sing past indc
5341	свойств	0 свойство NOUN neut inan plur gent
5342	зависит	0 зависеть VERB impf intr actv sing pres 3per indc
5343	не	0 не PRCL
5344	только	0 только PRCL
5345	от	0 от PREP
5346	того	0 то ADJF Apro Subx neut sing gent
5347	,	0 , PNCT
5347	что	0 что ADJF Apro Subx neut sing nomn
5348	или	0 или CONJ
5349	кто	0 кто ADJF Apro Subx masc sing nomn
5350	и	0 и CONJ
5351	в	0 в PREP
5352	каких	0 какой ADJF Apro plur loct
5353	условиях	0 условие NOUN neut inan plur loct
5354	их	0 они ADJF Apro Subx plur 3per accs
5355	порождает	0 порождать VERB impf tran sing actv pres 3per indc
5356	,	0 , PNCT
5356	но	0 но CONJ
5357	также	0 также PRCL
5358	от	0 от PREP
5359	целей	0 цель NOUN femn inan plur gent
5360	их	0 их ADJF Apro
5361	выделения	0 выделение NOUN neut inan sing gent
5362	,	0 , PNCT
5362	особенностей	0 особенность NOUN femn inan plur gent
5363	восприятия	0 восприятие NOUN neut inan sing gent
5364	и	0 и CONJ
5365	представления	0 представление NOUN neut inan sing gent
5366	.	0 . PNCT
/sent
sent
5366	6	0 6 NUMR
5367	.	0 . PNCT
/sent
sent
5367	Авторов	0 автор NOUN masc anim plur accs
5368	"	0 " PNCT
5368	Советов	0 совет NOUN masc inan plur gent
5369	бывалых	0 бывалый ADJF plur gent
5370	"	0 " PNCT
5370	для	0 для PREP
5371	получения	0 получение NOUN neut inan sing gent
5372	гонорара	0 гонорар NOUN masc inan sing gent
5373	просим	0 просить VERB impf tran plur actv pres 1per indc
5374	указывать	0 указывать INFN impf tran actv
5375	имя	0 имя NOUN neut inan sing accs
5376	и	0 и CONJ
5377	отчество	0 отчество NOUN neut inan sing accs
5378	,	0 , PNCT
5378	год	0 год NOUN masc inan sing accs
5379	рождения	0 рождение NOUN neut inan sing gent
5380	,	0 , PNCT
5380	серию	0 серия NOUN femn inan sing accs
5381	и	0 и CONJ
5382	номер	0 номер NOUN masc inan sing accs
5383	паспорта	0 паспорт NOUN masc inan sing gent
5384	,	0 , PNCT
5384	кем	0 кто ADJF Apro Subx masc sing ablt
5385	и	0 и CONJ
5386	когда	0 когда ADVB Ques
5387	выдан	0 выдать PRTS perf masc sing pssv past
5388	,	0 , PNCT
5388	а	0 а CONJ
5389	также	0 также PRCL
5390	контактный	0 контактный ADJF masc sing accs inan
5391	телефон	0 телефон NOUN masc inan sing accs
5392	.	0 . PNCT
/sent
sent
5392	Удачи	0 удача NOUN femn inan sing gent
5393	!	0 ! PNCT
/sent
sent
5393	И	0 и CONJ
5394	даже	0 даже PRCL
5395	пень	0 пень NOUN masc inan sing nomn
5396	в	0 в PREP
5397	апрельский	0 апрельский ADJF masc sing accs inan
5398	день	0 день NOUN masc inan sing accs
5399	берёзкой	0 березка NOUN femn inan sing ablt
5400	снова	0 снова ADVB
5401	стать	0 стать INFN perf intr actv
5402	мечтает	0 мечтать VERB impf intr actv sing pres 3per indc
5403	...	0 ... PNCT
/sent
sent
5403	Элементами	0 элемент NOUN masc inan plur ablt
5404	ФП	0 ФП NOUN plur Fixd ablt
5405	могут	0 мочь VERB impf intr actv plur pres 3per indc
5406	быть	0 быть INFN impf intr actv
5407	всякие	0 всякий ADJF Apro plur nomn
5408	,	0 , PNCT
5408	ничего	0 ничто ADJF Apro Subx neut sing gent
5409	не	0 не PRCL
5410	значащие	0 значащий ADJF plur nomn
5411	эмоциональные	0 эмоциональный ADJF plur nomn
5412	фразы	0 фраза NOUN femn inan plur nomn
5413	и	0 и CONJ
5414	авторские	0 авторский ADJF plur nomn
5415	отступления	0 отступление NOUN neut inan plur nomn
5416	.	0 . PNCT
/sent
sent
5416	Конечно	0 конечно CONJ Prnt
5417	,	0 , PNCT
5417	мы	0 мы ADJF Apro Subx plur 1per nomn
5418	уступаем	0 уступать VERB impf tran plur actv pres 1per indc
5419	"	0 " PNCT
5419	гаражным	0 гаражный ADJF plur datv
5420	"	0 " PNCT
5420	типографиям	0 типография NOUN femn inan plur datv
5421	в	0 в PREP
5422	мобильности	0 мобильность NOUN femn inan sing loct
5423	,	0 , PNCT
5423	никогда	0 никогда ADVB Ques
5424	не	0 не PRCL
5425	сравнимся	0 сравниться VERB perf intr plur futr 1per indc
5426	с	0 с PREP
5427	ними	0 они ADJF Apro Subx plur 3per ablt
5428	в	0 в PREP
5429	ценах	0 цена NOUN femn inan plur loct
5430	и	0 и CONJ
5431	,	0 , PNCT
5431	что	0 что ADJF Apro Subx neut sing nomn
5432	немаловажно	0 немаловажный ADJS neut sing
5433	бывает	0 бывать VERB impf intr actv sing pres 3per indc
5434	для	0 для PREP
5435	заказчика	0 заказчик NOUN masc anim sing gent
5436	,	0 , PNCT
5436	в	0 в PREP
5437	форме	0 форма NOUN femn inan sing loct
5438	оплаты	0 оплата NOUN femn inan sing gent
5439	,	0 , PNCT
5440	-	0 - PNCT
5441	-	0 - PNCT
5442	говорит	0 говорить VERB impf tran sing actv pres 3per indc
5443	Людмила	0 Людмила NOUN femn anim sing nomn
5444	Калинина	0 Калинин NOUN masc inan sing gent
5445	.	0 . PNCT
/sent
sent
5445	Якобы	0 якобы CONJ
5446	я	0 я ADJF Apro Subx sing 1per nomn
5447	--	0 -- PNCT
5447	самый	0 самый ADJF Apro masc sing nomn
5448	мафиозный	0 мафиозный ADJF masc sing nomn
5449	чиновник	0 чиновник NOUN masc anim sing nomn
5450	.	0 . PNCT
/sent
sent
5450	Но	0 но CONJ
5451	одновременная	0 одновременный ADJF femn sing nomn
5452	потеря	0 потеря NOUN femn inan sing nomn
5453	компанией	0 компания NOUN femn inan sing ablt
5454	московского	0 московский ADJF masc sing gent
5455	рынка	0 рынок NOUN masc inan sing gent
5456	не	0 не PRCL
5457	даёт	0 давать VERB impf tran actv sing pres 3per indc
5458	инвесторам	0 инвестор NOUN masc anim plur datv
5459	повода	0 повод NOUN masc inan sing gent
5460	в	0 в PREP
5461	полной	0 полный ADJF femn sing loct
5462	мере	0 мера NOUN femn inan sing loct
5463	оценить	0 оценить INFN perf tran actv
5464	успехи	0 успех NOUN masc inan plur accs
5465	этой	0 этот ADJF Apro femn sing gent
5466	команды	0 команда NOUN femn inan sing gent
5467	.	0 . PNCT
/sent
sent
5467	Наш	0 наш ADJF Apro masc sing nomn
5468	самолёт	0 самолет NOUN masc inan sing nomn
5469	,	0 , PNCT
5469	севший	0 сесть PRTF perf intr actv masc sing nomn past
5470	на	0 на PREP
5471	лёд	0 лед NOUN masc inan sing accs
5472	Волги	0 Волга NOUN femn inan sing gent
5473	.	0 . PNCT
/sent
sent
5473	К	0 к PREP
5474	примеру	0 пример NOUN masc inan sing datv
5475	,	0 , PNCT
5475	Allianz	0 Allianz UNKN
5476	приобрела	0 приобрести VERB perf tran femn sing actv past indc
5477	«	0 « PNCT
5477	РОСНО	0 РОСНО NOUN femn inan Fixd sing accs
5478	»	0 » PNCT
5478	с	0 с PREP
5479	её	0 ее ADJF Apro
5480	разветвлённой	0 разветвить PRTF perf tran femn sing ablt pssv past
5481	региональной	0 региональный ADJF femn sing ablt
5482	сетью	0 сеть NOUN femn inan sing ablt
5483	.	0 . PNCT
/sent
sent
5483	Необычное	0 необычный ADJF neut sing nomn
5484	встречается	0 встречаться VERB impf intr sing pres 3per indc
5485	и	0 и CONJ
5486	под	0 под PREP
5487	капотом	0 капот NOUN masc inan sing ablt
5488	.	0 . PNCT
/sent
sent
5488	Аньес	0 Аньес NOUN femn anim Fixd sing nomn
5489	Летестю	0 Летестю NOUN femn anim Fixd sing nomn
5490	показала	0 показать VERB perf tran femn sing actv past indc
5491	,	0 , PNCT
5491	что	0 что CONJ
5492	быть	0 быть INFN impf intr actv
5493	«	0 « PNCT
5493	проигрывателем	0 проигрыватель NOUN masc inan sing ablt
5494	»	0 » PNCT
5494	для	0 для PREP
5495	балетного	0 балетный ADJF masc sing gent
5496	артиста	0 артист NOUN masc anim sing gent
5497	--	0 -- PNCT
5497	высокое	0 высокий ADJF neut sing nomn
5498	достоинство	0 достоинство NOUN neut inan sing nomn
5499	,	0 , PNCT
5499	не	0 не PRCL
5500	всякому	0 всякий ADJF Apro Subx masc sing datv
5501	доступное	0 доступный ADJF neut sing nomn
5502	умение	0 умение NOUN neut inan sing nomn
5503	,	0 , PNCT
5503	философия	0 философия NOUN femn inan sing nomn
5504	.	0 . PNCT
/sent
sent
5504	Но	0 но CONJ
5505	,	0 , PNCT
5505	тем	0 то ADJF Apro Subx neut sing ablt
5506	не	0 не PRCL
5507	менее	0 мало ADVB
5508	,	0 , PNCT
5508	внешняя	0 внешний ADJF femn sing nomn
5509	обстановка	0 обстановка NOUN femn inan sing nomn
5510	влияет	0 влиять VERB impf intr actv sing pres 3per indc
5511	на	0 на PREP
5512	ваш	0 ваш ADJF Apro masc sing accs inan
5513	театр	0 театр NOUN masc inan sing accs
5514	.	0 . PNCT
/sent
sent
5514	С	0 с PREP
5515	целью	0 цель NOUN femn inan sing ablt
5516	совершенствования	0 совершенствование NOUN neut inan sing gent
5517	организации	0 организация NOUN femn inan sing gent
5518	каждому	0 каждый ADJF Apro neut sing datv
5519	министерству	0 министерство NOUN neut inan sing datv
5520	предоставить	0 предоставить INFN perf tran actv
5521	определённую	0 определенный ADJF femn sing accs
5522	возможность	0 возможность NOUN femn inan sing accs
5523	по	0 по PREP
5524	собственному	0 собственный ADJF neut sing datv
5525	усмотрению	0 усмотрение NOUN neut inan sing datv
5526	и	0 и CONJ
5527	под	0 под PREP
5528	свою	0 свой ADJF Apro femn sing accs
5529	ответственность	0 ответственность NOUN femn inan sing accs
5530	формировать	0 формировать INFN impf tran actv
5531	свою	0 свой ADJF Apro femn sing accs
5532	организационно-штатную	0 организационно-штатный ADJF femn sing accs
5533	структуру	0 структура NOUN femn inan sing accs
5534	и	0 и CONJ
5535	гибко	0 гибко ADVB
5536	перемещать	0 перемещать INFN impf tran actv
5537	кадры	0 кадр NOUN masc inan plur accs
5538	(	0 ( PNCT
5538	проводить	0 проводить INFN impf tran actv
5539	реорганизацию	0 реорганизация NOUN femn inan sing accs
5540	в	0 в PREP
5541	пределах	0 предел NOUN masc inan plur loct
5542	установленного	0 установленный ADJF neut sing gent
5543	числа	0 число NOUN neut inan sing gent
5544	секций	0 секция NOUN femn inan plur gent
5545	,	0 , PNCT
5545	офисов	0 офис NOUN masc inan plur gent
5546	)	0 ) PNCT
5547	.	0 . PNCT
/sent
sent
5548	Как	0 как CONJ
5549	раз	0 раз NOUN masc inan sing nomn
5550	там	0 там ADVB Ques
5551	,	0 , PNCT
5551	в	0 в PREP
5552	местах	0 место NOUN neut inan plur loct
5553	,	0 , PNCT
5553	которые	0 который ADJF Apro plur accs inan
5554	он	0 он ADJF Apro Subx masc sing 3per nomn
5555	курировал	0 курировать VERB impf tran masc sing actv past indc
5556	,	0 , PNCT
5556	были	0 быть VERB impf intr actv plur past indc
5557	созданы	0 создать PRTS perf plur pssv past
5558	лагеря	0 лагерь NOUN masc inan plur nomn
5559	массового	0 массовый ADJF neut sing gent
5560	уничтожения	0 уничтожение NOUN neut inan sing gent
5561	Майданек	0 Майданек NOUN masc inan sing nomn
5562	и	0 и CONJ
5563	Бельжец	0 Бельжец NOUN masc inan sing nomn
5564	.	0 . PNCT
/sent
sent
5564	В	0 в PREP
5565	ярости	0 ярость NOUN femn inan sing loct
5566	поднимается	0 подниматься VERB impf intr sing pres 3per indc
5567	и	0 и CONJ
5568	идёт	0 идти VERB impf intr actv sing pres 3per indc
5569	к	0 к PREP
5570	окну	0 окно NOUN neut inan sing datv
5571	.	0 . PNCT
/sent
sent
5571	Коми	0 коми ADJF Fixd sing nomn
5572	государственный	0 государственный ADJF masc sing nomn
5573	педагогический	0 педагогический ADJF masc sing nomn
5574	институт	0 институт NOUN masc inan sing nomn
5575	откроет	0 открыть VERB perf tran sing actv futr 3per indc
5576	1	0 1 NUMR
5577	сентября	0 сентябрь NOUN masc inan sing gent
5578	двери	0 дверь NOUN femn inan plur accs
5579	505	0 505 NUMR
5580	первокурсникам	0 первокурсник NOUN masc anim plur datv
5581	,	0 , PNCT
5581	большинство	0 большинство NOUN neut inan sing nomn
5582	из	0 из PREP
5583	которых	0 который ADJF Apro plur gent
5584	по	0 по PREP
5585	традиции	0 традиция NOUN femn inan sing datv
5586	девушки	0 девушка NOUN femn anim plur nomn
5587	.	0 . PNCT
/sent
sent
5587	Этот	0 этот ADJF Apro masc sing nomn
5588	метафорический	0 метафорический ADJF masc sing nomn
5589	образ	0 образ NOUN masc inan sing nomn
5590	схематичен	0 схематичный ADJS masc sing
5591	в	0 в PREP
5592	спектакле	0 спектакль NOUN masc inan sing loct
5593	,	0 , PNCT
